step_time,reward,total_stopped,total_wait_time
3685.0,-16,68,25578.0
3690.0,-17,71,25911.0
3695.0,-21,77,26282.0
3700.0,-22,83,26685.0
3705.0,-21,81,26534.0
3710.0,-21,83,26367.0
3715.0,-20,80,26752.0
3720.0,-22,79,26910.0
3725.0,-22,76,26818.0
3730.0,-20,71,27174.0
3735.0,-21,72,27534.0
3740.0,-19,70,27830.0
3745.0,-15,71,28169.0
3750.0,-17,77,28536.0
3755.0,-16,80,28875.0
3760.0,-16,83,29283.0
3765.0,-17,83,29698.0
3770.0,-18,85,30121.0
3775.0,-20,84,30537.0
3780.0,-19,87,30967.0
3785.0,-23,86,31190.0
3790.0,-21,87,31467.0
3795.0,-21,87,31894.0
3800.0,-16,82,32218.0
3805.0,-16,66,29486.0
3810.0,-16,47,24256.0
3815.0,-17,37,22952.0
3820.0,-13,42,23030.0
3825.0,-13,52,23258.0
3830.0,-16,68,23565.0
3835.0,-21,72,23623.0
3840.0,-15,67,22563.0
3845.0,-10,63,22340.0
3850.0,2,52,21468.0
3855.0,16,39,19315.0
3860.0,14,35,16225.0
3865.0,9,40,16383.0
3870.0,2,51,16608.0
3875.0,-6,61,16593.0
3880.0,-16,64,16360.0
3885.0,-25,68,16691.0
3890.0,-24,74,17048.0
3895.0,-24,81,17440.0
3900.0,-20,85,17806.0
3905.0,-13,90,18185.0
3910.0,-14,92,18631.0
3915.0,-18,95,19088.0
3920.0,-22,99,19581.0
3925.0,-21,95,20043.0
3930.0,-20,93,20484.0
3935.0,-18,95,20956.0
3940.0,-21,94,20762.0
3945.0,-22,89,19901.0
3950.0,-22,86,19766.0
3955.0,-21,92,20207.0
3960.0,-23,92,20581.0
3965.0,-23,87,20770.0
3970.0,-23,80,21148.0
3975.0,-25,77,21168.0
3980.0,-22,76,20859.0
3985.0,-22,70,20311.0
3990.0,-22,71,19523.0
3995.0,-22,76,19890.0
4000.0,-16,78,20163.0
4005.0,-16,77,20206.0
4010.0,-11,77,19698.0
4015.0,-5,72,19740.0
4020.0,3,65,19532.0
4025.0,12,55,19556.0
4030.0,8,54,19717.0
4035.0,2,65,19881.0
4040.0,4,76,19537.0
4045.0,0,75,18513.0
4050.0,9,67,17583.0
4055.0,12,60,15405.0
4060.0,12,60,15668.0
4065.0,8,59,15766.0
4070.0,1,60,15720.0
4075.0,-8,62,15832.0
4080.0,-17,65,16150.0
4085.0,-20,70,16487.0
4090.0,-20,74,16847.0
4095.0,-20,75,17200.0
4100.0,-16,75,16880.0
4105.0,-10,70,16071.0
4110.0,6,66,16357.0
4115.0,13,64,16456.0
4120.0,9,60,16353.0
4125.0,3,60,16649.0
4130.0,-3,63,16953.0
4135.0,-8,73,17297.0
4140.0,-13,73,17447.0
4145.0,-21,72,17362.0
4150.0,-21,70,17506.0
4155.0,-21,72,17856.0
4160.0,-23,70,16847.0
4165.0,-20,68,15225.0
4170.0,-12,66,15159.0
4175.0,-16,64,15374.0
4180.0,-9,66,14920.0
4185.0,-2,61,14702.0
4190.0,6,56,14625.0
4195.0,5,47,14355.0
4200.0,6,46,14300.0
4205.0,1,52,14533.0
4210.0,-4,59,14758.0
4215.0,-8,58,14682.0
4220.0,-12,60,14294.0
4225.0,-17,57,14025.0
4230.0,-12,55,13712.0
4235.0,-5,52,12836.0
4240.0,6,49,12235.0
4245.0,14,49,11438.0
4250.0,15,48,11355.0
4255.0,10,52,11146.0
4260.0,3,59,11214.0
4265.0,-4,65,11471.0
4270.0,-9,62,11671.0
4275.0,-15,60,11916.0
4280.0,-20,66,12240.0
4285.0,-17,76,12594.0
4290.0,-17,73,12363.0
4295.0,-15,61,11034.0
4300.0,-15,55,11200.0
4305.0,-14,58,11477.0
4310.0,-16,65,11782.0
4315.0,-19,69,12119.0
4320.0,-18,63,11388.0
4325.0,-11,50,9639.0
4330.0,2,40,9537.0
4335.0,8,34,9527.0
4340.0,10,33,9614.0
4345.0,6,42,9729.0
4350.0,0,56,9981.0
4355.0,-5,71,10308.0
4360.0,-13,73,10668.0
4365.0,-20,70,10593.0
4370.0,-17,67,10071.0
4375.0,-15,69,10412.0
4380.0,-15,75,10775.0
4385.0,-19,72,11006.0
4390.0,-25,68,11149.0
4395.0,-26,64,11156.0
4400.0,-24,62,11121.0
4405.0,-19,58,11398.0
4410.0,-21,54,11424.0
4415.0,-21,50,11264.0
4420.0,-25,51,11369.0
4425.0,-24,55,11449.0
4430.0,-26,54,11363.0
4435.0,-16,48,11487.0
4440.0,-16,49,11525.0
4445.0,-17,58,11799.0
4450.0,-20,65,12111.0
4455.0,-14,57,10979.0
4460.0,-2,53,8316.0
4465.0,8,45,8361.0
4470.0,14,39,8192.0
4475.0,15,35,8266.0
4480.0,11,42,8363.0
4485.0,-2,47,8582.0
4490.0,-6,58,8833.0
4495.0,-11,64,9148.0
4500.0,-19,64,9293.0
4505.0,-19,57,8752.0
4510.0,-19,42,8277.0
4515.0,-20,36,8254.0
4520.0,-18,37,8398.0
4525.0,-18,44,8599.0
4530.0,-14,52,8265.0
4535.0,-4,54,7540.0
4540.0,5,48,6875.0
4545.0,10,35,5879.0
4550.0,7,27,6019.0
4555.0,10,25,5740.0
4560.0,13,34,5107.0
4565.0,16,46,5304.0
4570.0,12,51,5472.0
4575.0,8,54,5579.0
4580.0,4,54,5849.0
4585.0,-2,60,6076.0
4590.0,3,55,5845.0
4595.0,3,54,5346.0
4600.0,6,58,5626.0
4605.0,13,57,5816.0
4610.0,10,54,5865.0
4615.0,8,49,5768.0
4620.0,4,52,5558.0
4625.0,0,58,5840.0
4630.0,-9,56,6032.0
4635.0,-10,52,5708.0
4640.0,-5,49,5325.0
4645.0,9,51,5320.0
4650.0,15,55,5556.0
4655.0,11,61,5843.0
4660.0,8,58,6006.0
4665.0,6,61,6102.0
4670.0,4,67,6425.0
4675.0,2,73,6516.0
4680.0,-1,72,6338.0
4685.0,6,73,6681.0
4690.0,9,77,7040.0
4695.0,12,76,7400.0
4700.0,12,77,7752.0
4705.0,7,80,8132.0
4710.0,0,85,8545.0
4715.0,-1,81,8670.0
4720.0,0,74,8603.0
4725.0,7,68,8844.0
4730.0,12,66,9162.0
4735.0,11,75,9514.0
4740.0,8,79,9895.0
4745.0,7,85,10313.0
4750.0,-1,89,10751.0
4755.0,-3,85,10922.0
4760.0,0,78,10851.0
4765.0,6,71,10994.0
4770.0,11,75,11347.0
4775.0,9,84,11749.0
4780.0,6,84,12127.0
4785.0,2,83,12369.0
4790.0,1,84,12419.0
4795.0,-3,85,12842.0
4800.0,-16,82,13242.0
4805.0,-19,85,13620.0
4810.0,-23,88,13912.0
4815.0,-25,87,14099.0
4820.0,-25,90,14528.0
4825.0,-25,97,14988.0
4830.0,-27,98,15466.0
4835.0,-22,92,15757.0
4840.0,-14,85,15865.0
4845.0,-14,88,16138.0
